"account_id","id","cargo_name","account_name","cargo_type","min_size","max_size","region","matching_region","del_port","redel_port","laycan_start_date","laycan_end_date","duration","email_id","phone_number","latitude","longitude","received_at","process_id"
"TR149P","14099","Coal","Dai An Ocean Shipping","Dry Bulk","80000","89999","East Coast North America","East Coast North America","USEC","West Coast India","2026-01-20","2026-01-30","0","chartering@interbulkshipping.in","+91-9560504611","36.8508","-76.2859",NULL,"631191"
"TR149P","14100","Coal","Crescent Bulk","Dry Bulk","50000","59000","South East Asia","South East Asia","South Sumatra","Cambodia","2026-01-09","2026-01-14","0","handy@energybulk.com","+603-8733 2988","-3.0","104.0",NULL,"107591"
"TR149P","14101","Iron Ore","Crescent Bulk","Dry Bulk","50000","69000","East Coast India","East Coast India",,"Singapore-Japan Range","2026-01-08","2026-01-12","0","handy@energybulk.com","+603-8733 2988","16.9833","82.2475",NULL,"441946"
"TR149P","14102","Wood Pulps","Sol Shipping","General Cargo","22000","34000","South East Asia","South East Asia","Tarakan","Rugao","2026-01-20","2026-01-25","25","chartering@interbulkshipping.in","+91-9958349994","3.3006","117.5916",NULL,"551837"
"TR149P","14103","Coal","LSS Ocean Transport","Dry Bulk","49500","60500","South East Asia","South East Asia","Meulaboh","India","2026-01-20","2026-12-31","365","chartering@reshamwalashipbrokers.com","+91 98210 68513","4.1483","96.1267",NULL,"303338"
"TR149P","14104","Hless Cargo","Chinaland","Dry Bulk","32000","32000","China Japan Range","China Japan Range","CJK","US Gulf","2026-01-08","2026-01-13","0","handy@energybulk.com","+603-8733 2988","31.0","121.0",NULL,"660132"
"TR149P","14105","Coal","Chinaland","Dry Bulk","50000","69000","South East Asia","South East Asia","South Kali","South Vietnam","2026-01-10","2026-01-15","0","handy@energybulk.com","+603-8733 2988","-3.0","115.0",NULL,"660132"
"TR149P","14106","Bulk Coal","Chinaland","Dry Bulk","50000","69000","South East Asia","South East Asia","Meulaboh","West Coast India","2026-01-11","2026-01-16","0","handy@energybulk.com","+603-8733 2988","4.1483","96.1267",NULL,"660132"
"TR149P","14107","Coal","LSS Ocean Transport","Dry Bulk","49500","60500","South East Asia","South East Asia","Meulaboh","Hazira","2026-01-20","2026-12-31","365","chartering@reshamwalashipbrokers.com","+91 98210 68513","4.1483","96.1267",NULL,"136128"
"TR149P","14108","Coal","LSS Ocean Transport","Dry Bulk","49500","60500","South East Asia","South East Asia","Meulaboh","Krishnapatnam","2026-01-20","2026-12-31","365","chartering@reshamwalashipbrokers.com","+91 98210 68513","14.2833","80.15",NULL,"136128"
NULL,"14109","Aluminum Ingots","Star Gulf Shipping Pvt Ltd.","Dry Bulk","7000","15000","Persian Gulf","Persian Gulf","PG (Excl I/I)","Turkey","2026-01-26","2026-01-28","30","Fix@stargulfshipping.com","+962 79 1987866","25.0913","51.5653",NULL,"686663"
NULL,"14110","General Cargo","Hanson","General Cargo","50000","69000","China Japan Range","China Japan Range","CJK","US Gulf","2025-01-05","2025-01-08","0","chartering@hansoncarriers.com","+86 18321327992","39.9075","116.3972",NULL,"538395"
"TR149P","14111","Fertilizers","SBM","Dry Bulk","35000","37000","Continent","Continent","Skaw","Iskenderun","2026-01-09","2026-01-11","40","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","57.7158","10.5864",NULL,"598349"
"TR149P","14112","Clinker","XO Shipping A/S","Dry Bulk","50000","69000","Mediterranean","Mediterranean","Slite","Takoradi","2026-01-12","2026-01-14","45","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","57.4078","18.8061",NULL,"653248"
"TR149P","14113","Grains","Navision","Dry Bulk","20000","59000","Continent","Continent","Skaw","Port Harcourt","2026-01-06","2026-01-11","40","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","57.717","10.583",NULL,"653248"
"TR149P","14114","Rice","TKB","Dry Bulk","28000","33000","South East Asia","South East Asia","Koh Sichang","Matadi","2026-01-14","2026-01-21","65","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","13.1528","100.9118",NULL,"055206"
"TR149P","14115","Ballast Stones","Navision","Dry Bulk","37000","64000","China Japan Range","China Japan Range","Ningde","West Coast Mexico","2026-01-12","2026-01-17","40","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","26.6612","119.5228",NULL,"865818"
"TR149P","14116",,"Falcon","Dry Bulk","56000","66000","South East Asia","South East Asia","Bahodopi","World Wide","2026-01-10","2026-01-13","150","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-2.8","121.3",NULL,"865818"
"TR149P","14117","Harmless Bulk/Bag","Dava","Dry Bulk","50000","59000","East Coast India","East Coast India",,"Persian Gulf","2026-01-10","2026-01-15","30","chartering@interbulkshipping.in","+91-9650405353","16.9333","82.2333",NULL,"936551"
"TR149P","14118","Grains","Navision","Dry Bulk","20000","59999","Continent","Continent","Skaw","Port Harcourt","2026-01-06","2026-01-11","40","chartering@interbulkshipping.in","+91-9650405353","57.717","10.583",NULL,"949796"
"TR149P","14119","Ballast Stones","Navision","Dry Bulk","37000","69999","Far East","Far East","Ningde","West Coast Mexico","2026-01-12","2026-01-17","40","chartering@interbulkshipping.in","+91-9650405353","26.661","119.522",NULL,"949796"
"TR149P","14120","Petcoke","Navision","Dry Bulk","32000","40000","Mediterranean","Mediterranean","ARAG","India","2026-01-13","2026-01-18","45","chartering@interbulkshipping.in","+91-9650405353","51.0","4.0",NULL,"949796"
"TR149P","14121","Aggregates","China Resources (CRC)","Dry Bulk","50000","69000","South China","South East Asia","Ningde","Singapore","2026-01-07","2026-01-09","12","handy@energybulk.com","+603-8733 2988","26.6612","119.5267",NULL,"497451"
"TR149P","14122","Aggregates and Mineral Sand","China Resources (CRC)","Dry Bulk","50000","69000","Persian Gulf","Persian Gulf","Sohar","Male","2026-01-11","2026-01-13","15","handy@energybulk.com","+603-8733 2988","24.3481","56.7075",NULL,"497451"
NULL,"14123","Ore or Bauxite","Refined Success Ltd","Dry Bulk","20000","69999","West Africa","West Africa","Abidjan","Singapore Japan Range","2026-01-10","2026-01-15","0",,"0030 6981530195","5.3167","-4.0333",NULL,"878917"
NULL,"14124","Cement","Refined Success Ltd","Dry Bulk","38000","69999","East Mediterranean","East Mediterranean","Turkey","US Gulf","2026-01-10","2026-01-15","0",,"0030 6981530195","36.0","33.0",NULL,"878917"
"TR149P","14125","Scrap","Bulk Atlantic","Dry Bulk","32000","40000","Continent","Continent","ARAG","East Mediterranean","2026-01-12","2026-01-17","25","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","51.0","4.0",NULL,"183350"
"TR149P","14126","Limestone","Vietsea","Dry Bulk","52000","63000","South East Asia","South East Asia","Garcia Hernandez","Prony","2026-01-16","2026-01-20","25","chartering@interbulkshipping.in","+91 9958349993","9.8333","124.3833",NULL,"555432"
"TR149P","14127","Aluminum Ingots","LEMA Chartering","General Cargo","7000","15000","Persian Gulf","Persian Gulf","Persian Gulf","Turkey","2026-01-26","2026-01-30","30","chart@lemafcc.com","+38-067-6211603","25.0913","51.5653",NULL,"857105"
"TR149P","14128","Agricultural Products","Union Bulk","Dry Bulk","28000","40000","South America","South America","Recalada","Morocco","2026-01-10","2026-01-17","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-38.0","-57.0",NULL,"397990"
"TR149P","14129","Grains","Weco Bulk","Dry Bulk","28000","38000","South America","South America","Recalada","West Coast South America","2026-01-14","2026-01-19","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-38.0","-57.0",NULL,"397990"
"TR149P","14130","Grains","Clipper","Dry Bulk","29000","40000","South America","South America","Recalada","Fortaleza","2026-01-09","2026-01-16","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-38.0","-57.0",NULL,"397990"
NULL,"14131","Aggregates","Hanson Bulk","Dry Bulk","55000","61000","Persian Gulf","Persian Gulf","Fujairah","Maldives","2024-01-11","2024-01-15","25","chartering@hansoncarriers.com","+86 13390017718","25.2697","56.2538",NULL,"945975"
NULL,"14132","Steel/General Cargo/Equipments","Hanson","General Cargo","17000","28000","Persian Gulf","Persian Gulf",,"Continent","2023-11-25","2023-11-30","50","chartering@hansoncarriers.com","+86 18580483691","25.0","55.0",NULL,"010044"
NULL,"14133","Coil","Pan Ocean Co., Ltd","General Cargo","50000","69000","Far East","Far East","South Korea","Constanza","2026-01-10","2026-01-11","0","mail@carisocean.com","(822)7304593","37.5665","126.978",NULL,"790087"
NULL,"14134","Grain","Pan Ocean Co., Ltd","Dry Bulk","60000","69000","Far East","Far East","NOPAC","Singapore-Japan Range","2026-01-22","2026-01-31","0","mail@carisocean.com","(822)7304593","44.0","-125.0",NULL,"790087"
NULL,"14135","Coal","Pan Ocean Co., Ltd","Dry Bulk","55000","58999","OCEANIA","OCEANIA","Newcastle","Far East","2026-01-22","2026-01-31","0","mail@carisocean.com","(822)7304593","-32.9267","151.7817",NULL,"790087"
NULL,"14136","Coal","Pan Ocean Co., Ltd","Dry Bulk","20000","49999","OCEANIA","OCEANIA","Newcastle","Taiwan","2026-01-23","2026-02-01","0","mail@carisocean.com","(822)7304593","-32.9267","151.7817",NULL,"790087"
"TR149P","14137","Clinker","Centurion Bulk","Dry Bulk","30000","42000","China Japan Range","China Japan Range","Nantong","Matarani","2026-01-08","2026-01-15","0","handy@energybulk.com","+603 8733 2988","32.0302","120.8747",NULL,"904066"
"TR149P","14138","Coal","Crescent Bulk","Dry Bulk","50000","59000","South East Asia","South East Asia","South Sumatra","Cambodia","2026-01-09","2026-01-14","0","handy@energybulk.com","+603-8733 2988","-3.0","104.0",NULL,"169461"
"TR149P","14139","Aggregates & Mineral Sand","China Resources (CRC)","Dry Bulk","50000","69000","Persian Gulf","Persian Gulf","Sohar","Male","2026-01-11","2026-01-13","15","handy@energybulk.com","+6012-345 8700","24.3481","56.7075",NULL,"463369"
"TR149P","14140","Steel/General Cargo/Equipments","Hanson","General Cargo","17000","28000","Persian Gulf","Persian Gulf",,"Continent","2026-01-25","2026-01-30","50","handy@energybulk.com","+603 8733 2988","25.0","55.0",NULL,"430404"
"TR149P","14141","Iron Ore","Crescent Bulk","Dry Bulk","50000","69000","East Coast India","East Coast India",,"Singapore-Japan Range","2026-01-08","2026-01-12","0","handy@energybulk.com","+603-8733 2988","16.9333","82.2333",NULL,"613586"
"TR149P","14142","Fertilizers","Taichi Shipping","General Cargo","32000","45000","China Japan Range","China Japan Range","North China","South Africa","2026-01-26","2026-01-31","40","chartering@interbulkshipping.in","+91 9958349993","39.0","117.0",NULL,"694369"
"TR149P","14143","Steel Coils","Taichi Shipping","General Cargo","50000","69000","West Coast India","West Coast India","Goa","Turkey","2026-01-22","2026-01-27","35","chartering@interbulkshipping.in","+91 9958349993","15.4994","73.8278",NULL,"694369"
"TR149P","14144",,"Seapol","Dry Bulk","82000","82000","South Africa","South Africa","Richards Bay","India","2026-01-10","2026-01-17","0","chartering@reshamwalashipbrokers.com","+91 98210 68513","-28.7838","32.0377",NULL,"999278"
"TR149P","14145",,"Classic","Dry Bulk","82000","82000","China Japan Range","China Japan Range","CJK","China","2026-01-27","2026-02-01","0","chartering@reshamwalashipbrokers.com","+91 98210 68513","35.0","139.0",NULL,"999278"
"TR149P","14146",,"cnr","Dry Bulk","81600","81600","Far East","Far East","Busan","Singapore-Japan","2025-12-26","2025-12-31","0","chartering@reshamwalashipbrokers.com","+91 98210 68513","35.1028","129.0403",NULL,"999278"
"TR149P","14147",,"WBC","Dry Bulk","81100","81100","South East Asia","South East Asia","Phu My","PMO","2025-12-27","2025-12-29","0","chartering@reshamwalashipbrokers.com","+91 98210 68513","10.5806","107.1806",NULL,"999278"
"TR149P","14148",,"cnr","Dry Bulk","80800","80800","Far East","Far East","Taiwan","Japan","2025-12-27","2025-12-31","0","chartering@reshamwalashipbrokers.com","+91 98210 68513","23.6978","120.9605",NULL,"999278"
"TR149P","14149",,"Drydel","Dry Bulk","79000","79000","East Coast South America","East Coast South America","EC South America","Arabian Gulf-PMO","2026-01-12","2026-01-19","0","chartering@reshamwalashipbrokers.com","+91 98210 68513","-23.0","-44.0",NULL,"999278"
"TR149P","14150",,"Argo Shipping","Dry Bulk","63500","63500","Far East","Far East","Nantong","West Africa","2026-01-01","2026-01-03","0","chartering@reshamwalashipbrokers.com","+91 98210 68513","32.0302","120.8747",NULL,"999278"
"TR149P","14151",,"cnr","Dry Bulk","53300","53300","Persian Gulf","Persian Gulf","Dammam","Bangladesh","2026-01-03","2026-01-08","0","chartering@reshamwalashipbrokers.com","+91 98210 68513","26.4207","50.0888",NULL,"999278"
"TR149P","14152","Alumina","Vietsea","Dry Bulk","37900","37900","South East Asia","South East Asia","Kwinana","Bahrain","2026-01-03","2026-01-08","0","chartering@reshamwalashipbrokers.com","+91 98210 68513","-32.2333","115.7667",NULL,"999278"
"TR149P","14153","Steel Products","Pan Ocean","Dry Bulk","36900","36900","Far East","Far East","Kanmon","Gibraltar-Riga","2026-01-03","2026-01-08","75","chartering@reshamwalashipbrokers.com","+91 98210 68513","33.9333","130.9333",NULL,"999278"
"TR149P","14154","Grains","Octofr8","Dry Bulk","34400","34400","Mediterranean","Mediterranean","Canakkale","Algeria","2026-01-03","2026-01-08","0","chartering@reshamwalashipbrokers.com","+91 98210 68513","40.1553","26.4122",NULL,"999278"
"TR149P","14155","Coal","cnr","Dry Bulk","32700","32700","South East Asia","South East Asia","Samalaju","Ube","2026-01-03","2026-01-08","0","chartering@reshamwalashipbrokers.com","+91 98210 68513","3.5","113.0",NULL,"999278"
"TR149P","14156","Coal","Dai An Ocean Shipping","Dry Bulk","80000","109999","East Coast North America","East Coast North America",,"West Coast India","2026-01-20","2026-01-30","0","chartering@interbulkshipping.in","+91-9560504611","36.8508","-76.2859",NULL,"988722"
"TR149P","14157",,"Dai An Ocean Shipping","Dry Bulk","50000","69000","Worldwide","Worldwide",,,"2026-01-15","2026-02-03","1095","chartering@interbulkshipping.in","+91-9560504611",,,NULL,"988722"
"TR149P","14158","Slag","Daifu SGP","Dry Bulk","50000","69000","China Japan Range","China Japan Range","North China","Chittagong","2026-01-15","2026-01-19","30","chartering@interbulkshipping.in","+91-9560504611","39.0","117.0",NULL,"669461"
"TR149P","14159","Slag","Daifu SGP","Dry Bulk","50000","69000","China Japan Range","China Japan Range","South Japan","Chittagong","2026-01-15","2026-01-19","30","chartering@interbulkshipping.in","+91-9560504611","31.0","131.0",NULL,"669461"
"TR149P","14160","Limestone","Vietsea","Dry Bulk","52000","63000","South East Asia","South East Asia","Garcia Hernandez","Prony","2026-01-16","2026-01-20","25","chartering@interbulkshipping.in","+91 9958349993","9.8333","124.3833",NULL,"221939"
"TR149P","14161","Hless Cargo","Chinaland","Dry Bulk","38000","69000","China Japan Range","China Japan Range","North China","West Coast Central America","2026-01-05","2026-01-10","0","handy@energybulk.com","+603-8733 2988","39.9042","116.4074",NULL,"501896"
"TR149P","14162","Coal","Chinaland","Dry Bulk","50000","69000","South East Asia","South East Asia","Ekali Kali","South East Asia","2026-01-10","2026-01-15","0","handy@energybulk.com","+603-8733 2988","1.0","104.0",NULL,"501896"
"TR149P","14163","Bulk Coal","Chinaland","Dry Bulk","50000","69000","South East Asia","South East Asia","Meulaboh","West Coast India","2026-01-11","2026-01-16","0","handy@energybulk.com","+603-8733 2988","4.1483","96.1267",NULL,"501896"
"TR149P","14164",,"Anchor","Dry Bulk","52000","64000","China Japan Range","China Japan Range","CJK","World Wide","2026-01-15","2026-01-25","210","pacific@goldenmaritime.net","00923218279505","35.0","129.0",NULL,"962832"
NULL,"14165","Coil","Wooyang Shipping Co., Ltd","General Cargo","38000","63000","South East Asia","South East Asia","Singapore","Continent","2026-01-14","2026-01-17","80","mail@carisocean.com","(822)7304593","1.3521","103.8198",NULL,"161490"
"TR149P","14166","Steel / Equipment / Vehicles","Sol Shipping","General Cargo","18000","36000","China Japan Range","China Japan Range","CJK","Kelang-Singapore Range","2026-01-12","2026-01-15","20","chartering@interbulkshipping.in","+91-9958349994","35.0","139.0",NULL,"584796"
"TR149P","14167","Steel / Equipment / Vehicles","Sol Shipping","General Cargo","36000","40000","China Japan Range","China Japan Range","CJK","Pasir Gudang Range","2026-01-15","2026-01-20","20","chartering@interbulkshipping.in","+91-9958349994","35.0","139.0",NULL,"584796"
NULL,"14168","Coal","Pan Ocean Co., Ltd","Dry Bulk","58000","64000","South East Asia","South East Asia","Muara Berau","Thailand","2026-01-15","2026-01-19","90","mail@carisocean.com","+82 10 94462296","-0.2333","117.5333",NULL,"564242"
NULL,"14169","Bulk Minerals","Seawind","Dry Bulk","50000","59000","East Coast India","East Coast India","Chennai","Dammam","2024-01-09","2024-01-15","25","chartering@seawind.com.hk","+852 60178015","13.0827","80.2707",NULL,"211445"
"TR149P","14170","Bulk Minerals","Seawind","Dry Bulk","50000","59000","East Coast India","East Coast India","Chennai","Dammam","2026-01-09","2026-01-15","25","chartering@seawind.com.hk","+852 60178015","13.0827","80.2707",NULL,"455021"
"TR149P","14171","Steels & General Cargo","Indo Sino","General Cargo","11000","15000","China Japan Range","China Japan Range","Kunsan","Haiphong","2026-01-19","2026-01-23","20","chartering@indosinogroup.com","+91 9810827498","35.9786","126.7114",NULL,"340425"
"TR149P","14172","General / Harmless Bulk Cargo","Indo Sino","General Cargo","12000","19000","China Japan Range","South East Asia","Kimitsu","Phu My","2026-01-15","2026-01-17","25","chartering@indosinogroup.com","+91 9810827498","35.2928","139.9144",NULL,"340425"
"TR149P","14173","Steels / General Cargo","Indo Sino","General Cargo","33000","45000","China Japan Range","West Coast South America","Oita","Puerto Quetzal","2026-01-21","2026-01-23","60","chartering@indosinogroup.com","+91 9810827498","33.2369","131.6064",NULL,"340425"
NULL,"14174","Petcoke","Refined Success Ltd","Dry Bulk","50000","69000","US Gulf","US Gulf","Southwest Pass","Persian Gulf-Japan Range","2026-01-22","2026-01-27","0",,"0030 6981530195","29.0","-89.0",NULL,"287627"
NULL,"14175","Cement","Refined Success Ltd","Dry Bulk","38000","69000","Mediterranean","Mediterranean","Turkey","US Gulf","2026-01-10","2026-01-15","0",,"0030 6981530195","36.0","33.0",NULL,"287627"
NULL,"14176","Spodumene","Refined Success Ltd","Dry Bulk","38000","42000","OCEANIA","OCEANIA","Esperance","Singapore-Japan Range","2026-01-21","2026-01-26","0",,"0030 6981530195","-33.8612","121.8914",NULL,"957382"
NULL,"14177","Steel Products/Equipment/Machinery/Vehicle","Hanson Breakbulk","General Cargo","20000","59000","China Japan Range","China Japan Range","North China","Red Sea","2026-01-20","2026-01-25","80","chartering@hansoncarriers.com","8618842642955","39.0","121.0",NULL,"402056"
NULL,"14178",,"Pan Ocean Co., Ltd","Dry Bulk","20000","49999","East Coast India","East Coast India","Paradip","Gibraltar","2026-01-19","2026-01-21","0","mail@carisocean.com","(822)7304593","20.3167","86.6167",NULL,"769079"
NULL,"14179",,"Pan Ocean Co., Ltd","Dry Bulk","35000","43000","West Australia","West Australia",,"China","2026-01-23","2026-01-26","0","mail@carisocean.com","(822)7304593","-31.9505","115.8605",NULL,"769079"
NULL,"14180","Coal","Pan Ocean Co., Ltd","Dry Bulk","58000","64000","South East Asia","South East Asia","Muara Berau","Thailand","2026-01-15","2026-01-19","90","mail@carisocean.com","(822)7304593","-0.2333","117.5333",NULL,"647876"
"TR149P","14181","Rice","Ducat","Dry Bulk","50000","69000","East Coast India","East Coast India","Kakinada","West Africa","2026-01-25","2026-01-31","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","16.9337","82.2335",NULL,"492659"
"TR149P","14182",,"LDC","Dry Bulk","33000","45000","US Gulf","US Gulf","US Gulf","Imbituba","2026-01-12","2026-01-17","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","28.0","-90.0",NULL,"531912"
"TR149P","14183",,"Falcon","Dry Bulk","32000","40000","South America","South America","Recalada","US Gulf","2026-01-15","2026-01-23","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-38.0","-57.0",NULL,"531912"
"TR149P","14184","Grains","Weco Bulk","Dry Bulk","20000","49999","East Coast South America","East Coast South America","Recalada","West Coast South America","2026-01-14",NULL,"0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-38.0","-57.0",NULL,"157201"
"TR149P","14185","Grains","Norden","Dry Bulk","30000","40000","East Coast South America","East Coast South America","Recalada","Chile","2026-01-11","2026-01-21","35","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-38.0","-57.0",NULL,"157201"
"TR149P","14186","Grains","Maxima Shipping","Dry Bulk","32000","40000","East Coast South America","East Coast South America","Plate","West Africa",NULL,NULL,"0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-34.0","-58.0",NULL,"157201"
"TR149P","14187","Grains","Weco Bulk","Dry Bulk","20000","49999","East Coast South America","East Coast South America","Recalada","West Coast South America","2026-01-14","2026-01-19","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-38.0","-57.0",NULL,"914592"
"TR149P","14188","Grains","Norden","Dry Bulk","30000","40000","East Coast South America","East Coast South America","Recalada","Chile","2026-01-11","2026-01-21","35","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-38.0","-57.0",NULL,"914592"
"TR149P","14189","Grains","Maxima Shipping","Dry Bulk","32000","40000","East Coast South America","East Coast South America","Plate","West Africa","2026-01-05","2026-01-10","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-35.0","-57.0",NULL,"914592"
"TR149P","14190","Grains","Clipper","Dry Bulk","29000","40000","South America","South America","Recalada","Fortaleza","2026-01-12","2026-01-16","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-38.0","-57.0",NULL,"126749"
"TR149P","14191","Agricultural Products","Clipper","Dry Bulk","32000","42000","South America","South America","SWP","Portugal / North Spain","2026-01-08","2026-01-13","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-34.0","-58.0",NULL,"126749"
"TR149P","14192","Grains","Clipper","Dry Bulk","30000","42000","Europe","Europe","Rouen","Morocco","2026-01-10","2026-01-15","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","49.4431","1.0993",NULL,"126749"
"TR149P","14193","Agricultural Products","Clipper","Dry Bulk","32000","58000","South America","South America","SWP","ECCA / Atlantic Colombia Range","2026-01-13","2026-01-18","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-34.0","-58.0",NULL,"126749"
"TR149P","14194","Gypsum","Nova Marine Carriers SA","Dry Bulk","50000","69000","Mediterranean","Mediterranean","South Spain","United Kingdom",NULL,NULL,"0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","36.7213","-4.4214",NULL,"619271"
"TR149P","14195","Clinker","Nova Marine Carriers SA","Dry Bulk","50000","69000","Mediterranean","West Africa","Egypt","Conakry","2026-01-14","2026-01-18","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","9.5092","-13.7122",NULL,"619271"
"TR149P","14196","Gypsum","Nova Marine Carriers SA","Dry Bulk","50000","69000","Mediterranean","Mediterranean","South Spain","United Kingdom",NULL,NULL,"0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","36.7213","-4.4214",NULL,"363724"
"TR149P","14197","Clinker","Nova Marine Carriers SA","Dry Bulk","50000","69000","Mediterranean","Mediterranean","Egypt","Conakry","2026-01-14","2026-01-18","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","30.0444","31.2357",NULL,"363724"
"TR149P","14198","Scrap","BAI","Dry Bulk","32000","40000","Continent","Continent","ARAG","East Mediterranean","2026-01-12","2026-01-17","25","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","51.0","4.0",NULL,"568467"
"TR149P","14199","Grains","Hanson","Dry Bulk","24000","40000","Continent","Continent","Cont/Baltic","Persian Gulf/West Coast India","2026-01-18","2026-01-23","50","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","55.0","12.0",NULL,"568467"
"TR149P","14200","Scrap","Lauritzen","Dry Bulk","32000","45000","Continent","Continent","Skaw","East Mediterranean","2026-01-09","2026-01-11","25","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","57.7","10.6",NULL,"568467"
"TR149P","14201","Fertilizer","Navision","Dry Bulk","20000","49999","North Africa","North Africa","Egypt","Brazil","2026-01-12","2026-01-17","35","chartering@interbulkshipping.in","+91-9650405353","31.2001","29.9187",NULL,"750342"
"TR149P","14202","Ballast Stones","Navision","Dry Bulk","37000","69999","Far East","Far East","Ningde","West Coast Mexico","2026-01-15","2026-01-20","40","chartering@interbulkshipping.in","+91-9650405353","26.6612","119.5228",NULL,"750342"
"TR149P","14203","Petcoke","Navision","Dry Bulk","35000","58000","Continent","Continent","ARAG","India","2026-01-13","2026-01-18","45","chartering@interbulkshipping.in","+91-9650405353","51.0","4.0",NULL,"750342"
"TR149P","14204","Grains","Navision","Dry Bulk","30000","43000","Mediterranean","Mediterranean","Gibraltar","West Coast India","2026-01-13","2026-01-18","50","chartering@interbulkshipping.in","+91-9650405353","36.1408","-5.3536",NULL,"750342"
"TR149P","14205","Steel Slabs","Bainbridge Navigation","Dry Bulk","30000","49999","East Coast India","East Coast India","Paradip","Newport","2026-01-19","2026-01-21","55","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","20.3167","86.6167",NULL,"021849"
"TR149P","14206","Fertilizer","Taichi Shipping","General Cargo","32000","45000","China Japan Range","China Japan Range","North China","South Africa","2026-01-26","2026-01-31","40","chartering@interbulkshipping.in","+91 9958349993","39.9075","116.3972",NULL,"303378"
"TR149P","14207","Steel Coils","Taichi Shipping","General Cargo","50000","69000","West Coast India","West Coast India","Goa","Turkey","2026-01-22","2026-01-27","35","chartering@interbulkshipping.in","+91 9958349993","15.4994","73.8278",NULL,"303378"
"TR149P","14208","Fertilizer","Taichi Shipping","Dry Bulk","32000","45000","China Japan Range","China Japan Range",,"South Africa","2026-01-31","2026-02-05","40","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","35.0","120.0",NULL,"306897"
"TR149P","14209","60E1 Rails","Jindal Steel","General Cargo","5000","7000","East Coast India","East Coast India","Gangavaram","Casablanca","2026-06-01","2026-06-05","540","chartering@reshamwalashipbrokers.com","+91 98210 68513","17.6","83.2",NULL,"480188"
"TR149P","14210","Fertilizer","TMA B&L Inc.","Dry Bulk","28000","28000","Continent","Continent",,"US Gulf/North Coast South America","2026-01-15","2026-01-20","35","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","51.0","3.0",NULL,"764800"
"TR149P","14211","Grains","TMA B&L Inc.","Dry Bulk","30000","30000","South America","South America","Recalada Pilot Station","US East Coast excluding St. Lawrence","2026-01-22","2026-01-27","35","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-38.0","-57.0",NULL,"764800"
"TR149P","14212","Bulk","Canfornav Ltd","Dry Bulk","32000","32000","South America","South America","Recalada","West Coast Central America","2026-01-15","2026-01-20","35","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-38.0","-57.0",NULL,"538123"
"TR149P","14213","Iron/Steel Scrap","EMR","Dry Bulk","50000","59000","Continent","Continent","UK/Continent","East Mediterranean","2026-01-16","2026-01-18","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","51.0","-1.0",NULL,"730511"
"TR149P","14214","Grains","Langlois","Dry Bulk","50000","69000","North Coast South America","North Coast South America","North Brazil","Mediterranean","2026-01-15","2026-01-20","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-1.0","-48.0",NULL,"730511"
NULL,"14215","Coil","Pan Ocean Co., Ltd","General Cargo","50000","69000","Far East","Far East","South Korea","Constanza","2026-01-10","2026-01-11","0","mail@carisocean.com","(822)7304593","37.5665","126.978",NULL,"042971"
NULL,"14216","Coal","Pan Ocean Co., Ltd","Dry Bulk","58000","64000","South East Asia","South East Asia","Muara Berau","Thailand","2026-01-15","2026-01-19","90","mail@carisocean.com","(822)7304593","-0.2333","117.5333",NULL,"042971"
